종목코드,종목명,시장,현재가,RSI,MACD히스토,볼린저위치,거래량배율,종합점수,신호
007110,일신석재,KOSPI,1656,46.8,1.57,0.354,0.55,0,0
007120,미래아이앤지,KOSPI,920,52.8,1.88,0.577,0.49,0,0
007160,사조산업,KOSPI,54100,45.8,-762.06,0.212,0.34,0,0
007210,벽산,KOSPI,1742,43.1,-2.5,0.278,0.44,0,0
007280,한국특강,KOSPI,1475,40.4,2.89,0.412,0.81,0,0
007310,오뚜기,KOSPI,385000,40.4,-335.58,-0.077,0.79,1,0
007330,푸른저축은행,KOSDAQ,9730,32.8,-81.04,-0.253,1.13,1,0
007340,DN오토모티브,KOSPI,24400,40.3,-454.28,0.164,0.66,0,0
007370,진양제약,KOSDAQ,5030,40.4,-12.23,-0.07,0.45,1,0
007390,네이처셀,KOSDAQ,21800,42.5,26.04,0.199,0.59,0,0
007460,에이프로젠,KOSPI,697,45.1,-12.99,0.24,0.16,0,0
007530,와이엠,KOSDAQ,2520,25.4,-13.23,0.157,1.53,1,0
007540,샘표,KOSPI,48900,40.5,-71.26,0.045,0.75,1,0
007570,일양약품,KOSPI,14600,54.6,-0.34,,,0,0
007575,일양약품우,KOSPI,15260,45.9,0.29,,,0,0
007590,동방아그로,KOSPI,6000,36.2,-18.66,-0.125,0.6,1,0
007610,선도전기,KOSPI,3000,53.8,-0.0,,,0,0
007660,이수페타시스,KOSPI,119200,43.5,-2411.65,0.211,0.61,0,0
007680,대원,KOSDAQ,4415,51.0,10.74,0.66,1.34,0,0
007690,국도화학,KOSPI,32700,50.6,97.91,0.578,1.27,0,0
007700,F&F홀딩스,KOSPI,18690,36.9,-277.28,-0.096,1.09,1,0
007720,소노스퀘어,KOSDAQ,647,39.0,1.05,0.149,0.47,0,0
007770,한일화학,KOSDAQ,7950,36.4,-5.25,0.056,1.89,0,0
007810,코리아써키트,KOSPI,48300,75.2,522.53,1.257,1.68,-2,-1
007815,코리아써우,KOSPI,14000,69.9,148.97,1.166,2.97,-1,0
00781K,코리아써키트2우B,KOSPI,10500,69.6,35.47,1.28,2.39,0,0
007820,엠엑스로보틱스,KOSDAQ,4390,55.8,21.65,0.766,1.23,0,0
007860,서연,KOSPI,9650,46.9,-58.04,0.115,0.55,0,0
007980,TP,KOSPI,1886,53.3,-6.52,0.509,0.52,0,0
008040,사조동아원,KOSPI,1105,39.9,-1.95,-0.097,0.53,1,0
008060,대덕,KOSPI,10470,48.0,-136.86,0.25,0.6,0,0
00806K,대덕1우,KOSPI,9170,44.5,-41.5,0.22,0.1,0,0
008250,이건산업,KOSPI,4690,43.6,-9.44,0.249,13.34,-1,0
008260,NI스틸,KOSPI,3500,47.2,-7.15,0.427,0.36,0,0
008290,원풍물산,KOSDAQ,462,41.8,-0.45,0.283,0.12,0,0
008350,남선알미늄,KOSPI,1282,69.4,33.53,0.978,2.69,0,0
008355,남선알미우,KOSPI,18000,68.1,721.22,0.991,6.4,-1,0
008370,원풍,KOSDAQ,4845,29.0,-24.43,-0.208,2.46,2,1
008420,문배철강,KOSPI,2090,48.7,2.24,0.431,0.36,0,0
008470,부스타,KOSDAQ,4040,52.0,11.58,0.581,3.33,0,0
008490,서흥,KOSPI,21650,42.0,106.28,0.379,1.0,0,0
008500,일정실업,KOSPI,3070,42.2,-39.63,0.254,0.83,0,0
008600,윌비스,KOSPI,3319,44.7,-9.43,0.126,0.84,0,0
008700,아남전자,KOSPI,1318,54.4,11.23,0.721,0.53,0,0
008730,율촌화학,KOSPI,25800,25.1,-280.97,-0.01,1.41,2,1
008770,호텔신라,KOSPI,44600,39.5,1.65,0.194,0.95,0,0
008775,호텔신라우,KOSPI,36950,23.9,-66.22,-0.101,0.79,2,1
008830,대동기어,KOSDAQ,17250,51.9,-29.18,0.536,1.12,0,0
008870,금비,KOSPI,51700,41.1,66.0,0.246,0.13,0,0
008930,한미사이언스,KOSPI,36250,38.2,-31.08,-0.038,1.23,0,0
008970,KBI동양철관,KOSPI,1717,36.6,-4.1,0.173,1.63,0,0
009070,KCTC,KOSPI,6270,58.7,-16.21,0.629,0.19,0,0
009140,경인전자,KOSPI,20500,46.1,-36.29,0.234,0.57,0,0
009150,삼성전기,KOSPI,255000,53.3,-2112.67,0.312,0.71,0,0
009155,삼성전기우,KOSPI,116000,49.1,-1551.53,0.202,0.44,0,0
009160,SIMPAC,KOSPI,5100,45.8,-39.54,0.341,0.36,0,0
009180,한솔로지스틱스,KOSPI,2765,41.9,-14.74,0.211,0.9,-1,0
009190,대양금속,KOSPI,1296,37.7,1.4,0.251,0.83,0,0
009200,무림페이퍼,KOSPI,2010,46.6,-2.21,0.329,0.5,0,0
009240,한샘,KOSPI,46150,46.9,16.7,0.35,0.78,0,0
009270,신원,KOSPI,1532,51.3,1.59,0.496,0.69,0,0
009290,광동제약,KOSPI,5860,41.8,-27.8,-0.15,0.32,1,0
009300,삼아제약,KOSDAQ,15710,27.6,-32.53,-0.404,1.94,1,0
009310,참엔지니어링,KOSPI,1106,41.5,0.89,0.283,0.11,0,0
009320,아진전자부품,KOSPI,920,38.3,1.05,0.022,1.02,1,0
009410,태영건설,KOSPI,1756,56.2,-8.1,0.563,1.62,0,0
009415,태영건설우,KOSPI,13500,60.1,28.41,0.699,2.58,0,0
009420,한올바이오파마,KOSPI,43750,48.2,-522.77,0.358,0.27,0,0
009440,KC그린홀딩스,KOSPI,756,32.3,0.0,,,0,0
009450,경동나비엔,KOSPI,55500,35.3,142.63,0.175,1.15,0,0
009460,한창제지,KOSPI,530,50.4,0.65,0.681,9.85,1,0
009470,삼화전기,KOSPI,29250,43.8,193.99,0.344,0.66,0,0
009520,포스코엠텍,KOSDAQ,15790,49.1,-20.55,0.314,0.66,-1,0
009540,HD한국조선해양,KOSPI,407000,43.2,-2498.39,0.177,0.86,0,0
009580,무림P&P,KOSPI,2530,41.7,-6.6,-0.068,0.42,1,0
009620,삼보산업,KOSDAQ,1667,36.8,-13.98,0.216,0.64,0,0
009680,모토닉,KOSPI,10400,31.8,-126.58,-0.264,0.86,1,0
009730,이렘,KOSDAQ,670,30.2,-5.12,0.108,0.93,0,0
009770,삼정펄프,KOSPI,31100,46.4,-154.08,-0.133,0.66,1,0
009780,엠에스씨,KOSDAQ,7920,40.2,29.0,0.289,0.21,0,0
009810,플레이그램,KOSPI,1250,33.5,-0.94,0.223,0.29,0,0
009830,한화솔루션,KOSPI,26800,43.9,-10.52,0.19,0.55,-1,0
009835,한화솔루션우,KOSPI,21250,48.2,43.35,0.534,0.98,0,0
009900,명신산업,KOSPI,8970,50.2,-11.34,0.358,0.6,0,0
009970,영원무역홀딩스,KOSPI,191500,53.0,-2666.14,0.387,0.57,0,0
010040,한국내화,KOSPI,2095,50.6,3.27,0.612,0.89,0,0
010060,OCI홀딩스,KOSPI,115200,57.9,1307.29,0.744,0.71,0,0
010100,한국무브넥스,KOSPI,4645,61.5,12.08,0.744,0.91,0,0
010120,LS ELECTRIC,KOSPI,92000,47.8,-1045.82,0.207,0.67,0,0
010130,고려아연,KOSPI,1316000,49.5,-22308.34,0.306,0.62,0,0
010140,삼성중공업,KOSPI,24100,44.0,-118.26,0.21,0.62,0,0
010170,대한광통신,KOSDAQ,2132,49.2,-13.75,0.363,0.26,0,0
010240,흥국,KOSDAQ,5200,46.9,-25.43,0.3,0.21,0,0
010280,아이티센엔텍,KOSDAQ,971,41.8,-3.39,0.074,0.69,0,0
010400,우진아이엔에스,KOSPI,4020,60.9,-11.37,0.823,0.74,0,0
010470,오리콤,KOSDAQ,5930,55.9,11.38,0.629,0.2,0,0
010580,에스엠벡셀,KOSPI,2345,57.9,63.15,0.81,0.47,0,0
010640,진양폴리,KOSPI,3022,35.6,-1.63,0.245,0.57,0,0
010660,화천기계,KOSPI,5030,48.0,-49.51,0.346,0.22,0,0
010690,화신,KOSPI,8300,46.3,-61.65,0.188,0.38,0,0
010770,평화홀딩스,KOSPI,3790,43.3,-21.51,0.019,0.84,1,0
010780,아이에스동서,KOSPI,23350,59.6,44.24,0.628,0.4,0,0
010820,퍼스텍,KOSPI,3880,46.8,19.21,0.454,0.95,0,0
010950,S-Oil,KOSPI,83000,53.3,-249.16,0.625,0.74,0,0
010955,S-Oil우,KOSPI,48200,53.6,-118.75,0.612,0.52,0,0
010960,삼호개발,KOSPI,3610,51.4,-6.33,0.439,1.38,0,0
011000,진원생명과학,KOSPI,1959,38.2,-3.15,0.199,0.48,0,0
011040,경동제약,KOSDAQ,5840,35.4,-32.84,-0.127,0.34,1,0
011070,LG이노텍,KOSPI,271000,52.8,-3507.04,0.292,0.71,0,0
011080,형지I&C,KOSDAQ,722,52.1,1.67,0.598,3.52,1,0
011090,에넥스,KOSPI,546,45.9,-8.5,0.288,0.52,0,0
011150,CJ씨푸드,KOSPI,2855,55.5,10.24,0.694,0.78,0,0
011155,CJ씨푸드1우,KOSPI,16400,52.1,173.6,0.659,1.79,0,0
011170,롯데케미칼,KOSPI,70300,42.1,-324.98,0.062,0.5,0,0
011200,HMM,KOSPI,20500,53.8,-17.42,0.529,0.57,0,0
011210,현대위아,KOSPI,75700,70.1,255.78,0.898,0.74,-1,0
011230,삼화전자,KOSPI,2725,42.0,4.24,0.325,1.17,1,0
011280,태림포장,KOSPI,1950,56.3,-4.52,0.571,0.06,0,0
011300,우성머티리얼스,KOSPI,350,39.9,-0.91,0.078,0.46,0,0
011320,유니크,KOSDAQ,4300,34.3,-62.74,-0.225,3.68,1,0
011330,유니켐,KOSPI,1264,45.1,0.48,0.236,1.13,0,0
011370,서한,KOSDAQ,902,42.2,-3.42,0.12,0.3,0,0
011390,부산산업,KOSPI,77700,52.8,65.72,0.636,0.57,0,0
011420,갤럭시아에스엠,KOSPI,1912,46.1,3.57,0.473,0.46,0,0
011500,한농화성,KOSPI,14800,41.7,-82.43,0.147,0.44,0,0
011560,세보엠이씨,KOSDAQ,13860,36.2,-183.65,-0.013,0.63,1,0
011690,와이투솔루션,KOSPI,4145,58.5,-32.66,0.511,0.7,0,0
011700,한신기계,KOSPI,3055,46.4,5.9,0.344,0.61,0,0
011760,현대코퍼레이션,KOSPI,21550,42.8,-93.65,0.099,1.02,0,0
011780,금호석유화학,KOSPI,120700,49.1,-462.93,0.33,0.62,0,0
011785,금호석유화학우,KOSPI,61100,39.9,-323.23,-0.169,0.63,1,0
011790,SKC,KOSPI,98129,41.5,-352.92,0.137,0.65,0,0
011810,STX,KOSPI,3530,54.0,-0.0,,,0,0
011930,신성이엔지,KOSPI,1589,47.1,6.0,0.413,0.73,0,0
012030,DB,KOSPI,1474,46.7,-6.66,0.195,0.5,0,0
012160,영흥,KOSPI,489,27.1,-4.64,-0.144,1.62,2,1
012170,아센디오,KOSPI,1691,38.9,-0.45,0.148,0.59,0,0
012200,계양전기,KOSPI,6630,90.0,520.7,1.064,0.0,-2,-1
012205,계양전기우,KOSPI,12480,83.7,928.0,1.045,0.0,-2,-1
012210,삼미금속,KOSDAQ,10630,43.4,-136.19,0.223,16.59,-1,0
012280,영화금속,KOSPI,950,55.6,1.14,0.614,1.44,0,0
012320,경동인베스트,KOSPI,51900,47.1,89.2,0.436,0.28,0,0
012330,현대모비스,KOSPI,373000,65.0,-863.13,0.751,0.62,0,0
012340,뉴인텍,KOSDAQ,483,46.4,-9.18,0.329,0.12,0,0
012450,한화에어로스페이스,KOSPI,941000,55.4,7279.35,0.788,1.0,0,0
012510,더존비즈온,KOSPI,85600,43.7,-302.97,0.349,0.68,0,0
012610,경인양행,KOSPI,4875,73.8,138.52,0.953,0.52,-2,-1
012620,원일특강,KOSDAQ,8110,50.0,-13.33,0.432,0.39,-1,0
012630,HDC,KOSPI,18710,58.9,38.08,1.006,1.9,0,0
012690,모나리자,KOSPI,2130,37.3,-5.01,0.015,0.68,1,0
012700,리드코프,KOSDAQ,3730,40.8,-5.48,-0.121,1.21,1,0
012750,에스원,KOSPI,72100,38.3,-311.04,-0.084,1.16,2,1
012790,신일제약,KOSDAQ,6070,44.6,-16.93,0.158,1.48,0,0
012800,대창,KOSPI,1278,57.1,10.84,0.879,1.1,0,0
012860,모베이스전자,KOSDAQ,1395,61.6,2.35,0.943,1.12,0,0
013000,세우글로벌,KOSPI,1186,54.0,-0.2,0.653,1.46,0,0
013030,하이록코리아,KOSDAQ,30750,34.8,-119.67,-0.104,0.96,1,0
013120,동원개발,KOSDAQ,2790,52.0,-8.76,0.471,0.32,0,0
013310,아진산업,KOSDAQ,2870,43.8,0.36,0.086,0.51,0,0
013360,일성건설,KOSPI,2220,58.7,-59.83,0.526,1.9,0,0
013520,화승코퍼레이션,KOSPI,2165,45.8,-10.16,0.063,0.32,0,0
013570,디와이,KOSPI,4670,60.3,18.37,0.788,0.54,0,0
013580,계룡건설,KOSPI,20350,53.2,-148.55,0.406,0.66,0,0
013700,까뮤이앤씨,KOSPI,1234,64.1,1.27,0.82,0.44,0,0
013720,THE CUBE&,KOSDAQ,659,34.5,2.11,-0.173,3.04,1,0
013810,스페코,KOSDAQ,2365,44.8,10.72,0.341,2.25,0,0
013870,지엠비코리아,KOSPI,4000,54.2,-0.39,0.585,0.44,-1,0
013890,지누스,KOSPI,13000,57.3,152.45,0.807,0.91,0,0
013990,아가방컴퍼니,KOSDAQ,4485,49.4,3.68,0.556,1.27,0,0
014100,메디앙스,KOSDAQ,1785,44.0,-3.74,0.355,1.01,0,0
014130,한익스프레스,KOSPI,3045,21.5,-7.03,-0.003,2.11,2,1
014160,대영포장,KOSPI,1073,49.6,-1.97,0.399,0.54,0,0
014190,원익큐브,KOSDAQ,1618,70.8,4.47,1.035,3.85,-2,-1
014280,금강공업,KOSPI,6060,43.0,-107.3,0.005,0.68,1,0
014285,금강공업우,KOSPI,10010,47.1,-128.44,0.144,2.26,0,0
014440,영보화학,KOSPI,4830,42.4,-34.56,0.117,1.15,0,0
014470,부방,KOSDAQ,1416,46.1,-1.79,0.223,1.18,1,0
014530,극동유화,KOSPI,3250,32.2,-24.84,-0.081,0.6,1,0
014570,고려제약,KOSDAQ,4300,46.4,-9.41,0.333,0.15,0,0
014580,태경비케이,KOSPI,4600,34.0,-28.77,-0.258,1.48,1,0
014620,성광벤드,KOSDAQ,25750,40.8,51.89,0.128,0.7,0,0
014680,한솔케미칼,KOSPI,227500,51.7,-722.97,0.465,1.31,0,0
014710,사조씨푸드,KOSPI,9210,57.0,52.97,0.688,0.3,0,0
014790,HL D&I,KOSPI,2700,54.6,-21.27,0.452,0.54,0,0
014820,동원시스템즈,KOSPI,25050,31.1,-178.39,-0.007,1.35,1,0
014825,동원시스템즈우,KOSPI,17980,48.6,-31.93,0.403,1.34,0,0
014830,유니드,KOSPI,67200,45.4,-69.19,0.387,1.66,-1,0
014910,성문전자,KOSPI,1518,85.6,27.62,1.517,13.52,-1,0
014915,성문전자우,KOSPI,6350,83.0,148.74,1.477,9.85,-2,-1
014940,오리엔탈정공,KOSDAQ,7710,38.4,-8.1,0.09,0.49,0,0
014970,삼륭물산,KOSDAQ,7530,45.1,-147.94,0.245,0.06,0,0
014990,인디에프,KOSPI,870,42.6,0.39,0.25,1.08,0,0
015020,이스타코,KOSPI,592,54.0,1.66,0.602,1.14,0,0
015230,대창단조,KOSPI,6310,45.2,-18.89,0.303,1.18,0,0
015260,에이엔피,KOSPI,430,35.6,-2.29,0.069,0.76,0,0
015360,INVENI,KOSPI,13300,50.5,-80.85,0.313,0.33,0,0
015590,DKME,KOSPI,515,60.9,-0.0,,,0,0
015710,코콤,KOSDAQ,3480,31.1,-12.03,-0.201,0.67,1,0
015750,성우하이텍,KOSDAQ,6810,50.6,-37.18,0.327,0.51,0,0
015760,한국전력,KOSPI,47200,43.5,-529.38,0.075,0.84,0,0
015860,일진홀딩스,KOSPI,6740,36.0,-73.35,-0.094,0.56,1,0
015890,태경산업,KOSPI,4950,30.7,-34.88,-0.19,1.25,1,0
016090,대현,KOSPI,1700,34.5,-8.41,-0.135,1.39,1,0
016100,리더스코스메틱,KOSDAQ,1933,23.7,-15.61,-0.043,1.17,2,1
016250,SGC E&C,KOSDAQ,14950,51.2,-131.09,0.283,0.18,0,0
016360,삼성증권,KOSPI,75400,37.9,-474.04,-0.112,1.64,1,0
016380,KG스틸,KOSPI,5350,42.5,-16.13,-0.017,0.82,1,0
016450,한세예스24홀딩스,KOSPI,4160,38.3,-17.86,-0.138,0.64,1,0
016580,환인제약,KOSPI,11320,39.4,-45.26,-0.153,0.85,1,0
016590,신대양제지,KOSPI,13110,42.9,-79.12,0.151,0.51,0,0
016600,큐캐피탈,KOSDAQ,246,49.6,0.21,0.511,2.01,0,0
016610,DB증권,KOSPI,10850,60.1,-7.24,0.846,0.61,0,0
016670,디모아,KOSDAQ,4425,29.2,30.97,0.142,0.57,1,0
016710,대성홀딩스,KOSPI,8610,43.8,-35.51,0.108,0.6,0,0
016740,두올,KOSPI,3650,40.5,-25.14,-0.192,1.21,1,0
016790,현대사료,KOSDAQ,994,22.5,0.0,,,1,0
016800,퍼시스,KOSPI,46550,43.0,-226.16,0.282,0.82,0,0
016880,웅진,KOSPI,2340,37.4,43.94,0.34,0.42,0,0
016920,카스,KOSDAQ,1078,46.5,-1.71,0.252,0.26,0,0
017000,신원종합개발,KOSDAQ,3225,54.7,-38.1,0.516,2.28,0,0
017040,광명전기,KOSPI,1234,41.2,0.08,0.211,0.68,0,0
017180,명문제약,KOSPI,1850,56.7,-5.93,0.614,0.23,0,0
017250,인터엠,KOSDAQ,1009,44.4,2.02,0.406,1.36,0,0
017370,우신시스템,KOSPI,6200,40.3,-31.25,0.173,0.64,0,0
017390,서울가스,KOSPI,62700,37.3,-340.29,-0.223,0.97,1,0
017480,삼현철강,KOSDAQ,4525,36.7,-19.95,0.009,0.52,1,0
017510,세명전기,KOSDAQ,8790,43.0,23.53,0.165,0.59,0,0
017550,수산세보틱스,KOSPI,1646,30.6,-16.93,-0.026,2.96,1,0
017650,대림제지,KOSDAQ,8090,64.8,19.48,0.692,0.13,0,0
017670,SK텔레콤,KOSPI,53500,50.1,-5.3,0.479,0.88,0,0
017800,현대엘리베이터,KOSPI,88300,50.4,-653.92,0.175,0.85,0,0
017810,풀무원,KOSPI,12940,42.2,5.11,0.222,0.69,0,0
017860,DS단석,KOSPI,18170,36.6,-55.93,0.026,1.3,1,0
017890,한국알콜,KOSDAQ,10580,43.2,-105.93,-0.001,0.64,1,0
017900,광전자,KOSPI,1802,41.2,1.18,0.143,0.8,0,0
017940,E1,KOSPI,83300,46.2,-757.22,0.23,0.37,0,0
017960,한국카본,KOSPI,29850,46.1,20.11,0.421,0.77,0,0
018000,유니슨,KOSDAQ,1201,47.1,-4.77,0.321,0.74,0,0
018120,진로발효,KOSDAQ,18090,38.2,-29.12,0.105,0.87,0,0
018250,애경산업,KOSPI,13140,29.2,-24.1,-0.137,0.82,2,1
018260,삼성에스디에스,KOSPI,171500,50.0,-316.6,0.373,1.03,0,0
018290,브이티,KOSDAQ,17510,29.9,123.53,0.204,0.55,1,0
018310,삼목에스폼,KOSDAQ,19700,38.0,-101.53,0.195,1.03,0,0
018470,조일알미늄,KOSPI,1301,52.7,12.0,0.669,0.8,0,0
018500,동원금속,KOSPI,1390,61.1,3.67,0.946,1.19,0,0
018620,우진비앤지,KOSDAQ,831,38.3,-1.0,0.105,0.53,0,0
018670,SK가스,KOSPI,225000,32.9,-911.4,-0.041,0.58,1,0
018680,서울제약,KOSDAQ,3080,49.0,-2.72,0.422,0.92,-1,0
018700,바른손,KOSDAQ,917,37.2,-0.86,0.026,0.26,1,0
018880,한온시스템,KOSPI,2965,29.3,-43.53,0.191,0.41,1,0
019010,베뉴지,KOSDAQ,2685,63.9,8.79,0.746,0.35,0,0
019170,신풍제약,KOSPI,14040,45.8,-84.22,0.179,0.4,0,0
019175,신풍제약우,KOSPI,23500,42.2,-130.34,0.275,0.82,0,0
019180,티에이치엔,KOSPI,7950,58.3,28.06,0.727,0.49,0,0
019210,와이지-원,KOSDAQ,5300,42.1,-49.42,-0.058,0.41,1,0
019490,엑시큐어하이트론,KOSPI,541,30.3,3.51,,,0,0
019540,일지테크,KOSDAQ,4195,55.7,-13.31,0.536,1.41,0,0
019550,SBI인베스트먼트,KOSDAQ,717,48.6,-1.69,0.453,0.61,-1,0
019570,플루토스,KOSDAQ,270,36.2,-1.32,0.179,0.77,0,0
019660,글로본,KOSDAQ,2605,45.2,4.09,0.393,0.16,0,0
019680,대교,KOSPI,1896,41.9,2.47,0.313,0.51,0,0
019685,대교우B,KOSPI,1235,49.2,-0.36,0.474,0.27,-1,0
019770,서연탑메탈,KOSDAQ,3800,53.5,0.81,0.566,0.87,0,0
019990,에너토크,KOSDAQ,7030,38.9,-21.22,0.037,0.68,1,0
020000,한섬,KOSPI,16000,50.5,-31.54,0.421,0.58,0,0
020120,키다리스튜디오,KOSPI,3395,41.0,-4.12,0.265,0.63,0,0
020150,롯데에너지머티리얼즈,KOSPI,30550,35.3,-714.65,0.174,0.7,0,0
020180,대신정보통신,KOSDAQ,1017,39.9,-4.1,-0.09,1.86,1,0
020400,대동금속,KOSDAQ,2852,39.3,-4.42,0.032,3.58,1,0
020560,아시아나항공,KOSPI,7860,28.0,-15.0,-0.014,0.49,2,1
020710,시공테크,KOSDAQ,4160,47.3,-7.48,0.276,0.7,-1,0
020760,일진디스플,KOSPI,902,46.0,0.05,,,0,0
021040,대호특수강,KOSDAQ,1316,47.0,8.83,0.477,0.27,0,0
021045,대호특수강우,KOSDAQ,2955,49.1,-2.24,0.491,1.3,-1,0
021050,서원,KOSPI,1101,57.8,7.71,0.88,1.33,0,0
021080,에이티넘인베스트,KOSDAQ,2870,45.3,-40.28,0.077,0.46,0,0
021240,코웨이,KOSPI,86900,44.5,21.37,0.369,0.7,0,0
021320,KCC건설,KOSDAQ,5580,56.3,-37.26,0.452,0.16,0,0
021650,한국큐빅,KOSDAQ,2320,52.1,-2.71,0.364,0.96,0,0
021820,세원정공,KOSPI,11700,45.9,-59.61,0.271,0.36,0,0
021880,메이슨캐피탈,KOSDAQ,247,46.8,2.16,0.491,0.92,0,0
022100,포스코DX,KOSPI,28750,55.6,173.2,0.724,0.83,0,0
022220,티케이지애강,KOSDAQ,705,38.2,-2.65,0.16,1.17,0,0
023000,삼원강재,KOSPI,2400,36.9,-11.11,-0.083,3.01,1,0
023150,MH에탄올,KOSPI,4870,33.9,-15.06,-0.201,0.98,1,0
023160,태광,KOSDAQ,21700,35.8,-167.67,-0.011,0.42,1,0
023350,한국종합기술,KOSPI,4810,52.9,-15.07,0.456,0.44,0,0
023410,유진기업,KOSDAQ,3635,56.4,-3.29,0.578,0.51,-1,0
023440,제이스코홀딩스,KOSDAQ,684,39.5,15.75,0.295,1.07,0,0
023450,동남합성,KOSPI,33750,70.0,214.16,0.758,0.18,-1,0
023530,롯데쇼핑,KOSPI,72500,46.8,-386.7,0.212,1.11,0,0
023590,다우기술,KOSPI,38850,52.5,8.43,0.596,0.34,0,0
023600,삼보판지,KOSDAQ,9670,54.9,-13.34,0.545,0.16,0,0
023760,한국캐피탈,KOSDAQ,803,42.9,-2.13,0.118,0.71,0,0
023770,플레이위드,KOSDAQ,2995,35.5,30.22,0.22,1.12,0,0
023790,동일스틸럭스,KOSDAQ,1523,41.0,25.33,0.272,0.69,0,0
023800,인지컨트롤스,KOSPI,6410,55.2,-4.34,0.6,1.07,-1,0
023810,인팩,KOSPI,8960,73.0,218.51,0.883,0.73,-1,0
023900,풍국주정,KOSDAQ,9230,41.6,-20.07,0.126,0.83,0,0
023910,대한약품,KOSDAQ,29250,38.6,-94.36,-0.147,1.42,1,0
023960,에쓰씨엔지니어링,KOSPI,1300,51.1,2.4,0.554,1.09,0,0
024060,흥구석유,KOSDAQ,11860,46.4,-0.66,0.407,0.7,0,0
024070,WISCOM,KOSPI,1878,43.3,-5.91,0.076,0.97,0,0
024090,디씨엠,KOSPI,12500,45.8,-52.28,0.161,0.32,0,0
024110,기업은행,KOSPI,20950,53.1,-27.17,0.454,0.67,0,0
024120,KB오토시스,KOSDAQ,3640,57.8,11.57,0.699,1.37,0,0
024720,콜마홀딩스,KOSPI,9510,33.5,-2.71,-0.024,1.01,0,0
024740,한일단조,KOSDAQ,2150,49.6,1.45,0.465,0.38,0,0
024800,유성티엔에스,KOSDAQ,2470,49.1,-20.1,0.443,0.17,0,0
024830,세원물산,KOSDAQ,10300,50.3,-28.08,0.492,1.53,0,0
024840,KBI메탈,KOSDAQ,1744,51.4,7.41,0.666,1.1,0,0
024850,HLB이노베이션,KOSDAQ,1995,57.5,3.25,0.695,1.41,0,0
024880,케이피에프,KOSDAQ,5210,44.4,-16.48,0.169,0.4,0,0
024890,대원화성,KOSPI,725,45.8,4.64,0.607,0.21,0,0
024900,디와이덕양,KOSPI,2080,36.0,-11.32,0.027,2.48,1,0
024910,경창산업,KOSDAQ,1496,50.4,-0.39,0.375,0.86,0,0
024940,PN풍년,KOSDAQ,5730,56.5,-25.37,0.603,1.12,0,0
024950,삼천리자전거,KOSDAQ,4473,44.7,-12.22,0.18,0.6,0,0
025000,KPX케미칼,KOSPI,46700,21.1,-481.98,-0.121,1.52,2,1
025320,시노펙스,KOSDAQ,6070,41.2,-41.09,-0.11,1.15,1,0
025440,DH오토웨어,KOSDAQ,778,59.4,5.97,0.863,1.24,0,0
025530,SJM홀딩스,KOSPI,3750,41.4,-12.06,0.081,0.94,0,0
025540,한국단자,KOSPI,67300,52.0,-408.07,0.387,0.45,0,0
025550,한국선재,KOSDAQ,3380,42.3,4.17,0.165,0.65,0,0
025560,미래산업,KOSPI,13780,61.2,52.65,0.938,1.29,0,0
025620,차AI헬스케어,KOSPI,10660,38.3,-171.89,0.203,0.19,0,0
025750,한솔홈데코,KOSPI,637,48.6,0.56,0.5,0.71,0,0
025770,한국정보통신,KOSDAQ,7660,34.7,-23.53,0.102,0.96,0,0
025820,이구산업,KOSPI,5570,59.0,62.91,0.829,2.01,0,0
025860,남해화학,KOSPI,6660,48.0,-5.68,0.377,0.52,-1,0
025870,신라에스지,KOSDAQ,5360,43.7,-26.01,0.154,0.17,0,0
025880,케이씨피드,KOSDAQ,2690,43.9,-9.38,-0.052,0.99,1,0
025890,한국주강,KOSPI,1805,51.1,17.23,0.577,0.49,0,0
025900,동화기업,KOSDAQ,8470,33.1,-76.51,0.059,1.24,0,0
025950,동신건설,KOSDAQ,19970,59.1,-106.83,0.619,3.84,0,0
025980,아난티,KOSDAQ,7800,54.7,28.21,0.839,0.8,0,0
026040,제이에스티나,KOSDAQ,3140,51.5,4.12,0.582,0.54,0,0
026150,특수건설,KOSDAQ,6380,59.9,1.7,0.748,0.49,1,0
026890,스틱인베스트먼트,KOSPI,9380,29.6,-146.77,-0.038,0.5,2,1
026910,광진실업,KOSDAQ,2750,58.1,10.9,0.732,0.2,1,0
026940,부국철강,KOSPI,2075,48.0,5.25,0.562,0.4,0,0
026960,동서,KOSPI,26850,37.8,-144.11,0.093,0.78,0,0
027040,서울전자통신,KOSDAQ,191,45.7,-0.15,0.286,0.44,-1,0
027050,코리아나,KOSDAQ,2310,49.7,6.26,0.695,1.69,0,0
027360,아주IB투자,KOSDAQ,2885,56.7,8.65,0.611,0.26,0,0
027410,BGF,KOSPI,3920,42.3,-21.49,0.032,0.47,1,0
027580,상보,KOSDAQ,706,29.7,-4.61,0.086,2.98,1,0
027710,팜스토리,KOSDAQ,1146,35.5,-2.23,-0.137,1.03,1,0
027740,마니커,KOSPI,784,48.0,0.1,0.406,0.85,0,0
027830,대성창투,KOSDAQ,1578,47.3,-5.38,0.312,0.39,0,0
027970,한국제지,KOSPI,800,76.9,8.62,0.929,1.82,-1,0
028050,삼성E&A,KOSPI,24050,35.7,-49.37,0.038,1.0,1,0
