종목코드,종목명,시장,현재가,RSI,MACD히스토,볼린저위치,거래량배율,종합점수,신호
090350,노루페인트,KOSPI,8500,47.5,-12.7,0.4,0.37,-1,0
090355,노루페인트우,KOSPI,13620,53.1,-36.24,0.607,0.45,0,0
090360,로보스타,KOSDAQ,80100,55.6,303.97,0.705,1.08,0,0
090370,메타랩스,KOSPI,1645,48.6,-1.73,0.498,0.35,-1,0
090410,덕신이피씨,KOSDAQ,1307,48.7,-0.95,0.291,0.5,0,0
090430,아모레퍼시픽,KOSPI,119500,41.7,-289.0,0.174,0.6,0,0
090435,아모레퍼시픽우,KOSPI,43750,44.2,-257.56,0.243,0.47,0,0
090460,비에이치,KOSPI,16100,32.8,-280.62,-0.021,1.03,1,0
090470,제이스텍,KOSDAQ,4970,49.8,-188.74,0.344,0.78,0,0
090710,휴림로봇,KOSDAQ,7450,65.5,194.35,1.046,1.27,-1,0
090850,현대이지웰,KOSDAQ,5140,50.6,16.89,0.657,0.5,0,0
091120,이엠텍,KOSDAQ,8090,47.4,27.26,0.479,0.4,0,0
091340,S&K폴리텍,KOSDAQ,2300,40.3,1.02,0.066,1.59,0,0
091440,한울소재과학,KOSDAQ,2940,55.1,-20.97,0.527,0.59,0,0
091580,상신이디피,KOSDAQ,13110,45.0,-170.71,0.265,0.47,0,0
091590,남화토건,KOSDAQ,4045,62.7,5.31,0.915,0.68,1,0
091700,파트론,KOSDAQ,6970,41.3,-56.3,-0.035,0.37,1,0
091810,트리니티항공,KOSPI,1381,36.3,0.81,0.245,0.52,1,0
091970,나노캠텍,KOSDAQ,600,43.4,1.61,0.234,0.41,0,0
092040,아미코젠,KOSDAQ,1782,27.6,-89.5,0.114,0.44,1,0
092070,디엔에프,KOSDAQ,15620,62.6,290.06,0.941,0.78,0,0
092130,이크레더블,KOSDAQ,16760,33.2,-169.15,-0.189,0.97,1,0
092190,서울바이오시스,KOSDAQ,2560,52.9,-0.26,0.609,0.36,0,0
092200,디아이씨,KOSPI,14420,70.6,49.42,0.971,0.37,-1,0
092220,KEC,KOSPI,696,47.7,2.75,0.547,1.69,0,0
092230,KPX홀딩스,KOSPI,72900,44.7,-621.76,0.004,0.38,1,0
092300,현우산업,KOSDAQ,3200,43.2,-19.69,0.097,0.52,0,0
092440,기신정기,KOSPI,2315,50.4,2.99,0.596,0.92,0,0
092460,한라IMS,KOSDAQ,17000,49.6,-64.39,0.344,0.4,0,0
092600,앤씨앤,KOSDAQ,564,53.4,2.34,0.724,0.5,0,0
092730,네오팜,KOSDAQ,18370,41.3,-208.63,-0.049,0.45,1,0
092780,DYP,KOSPI,3320,46.2,-7.99,0.213,1.95,0,0
092790,넥스틸,KOSPI,9110,35.6,29.57,0.006,1.13,1,0
092870,엑시콘,KOSDAQ,15120,51.8,-14.87,0.547,1.33,0,0
093050,LF,KOSPI,18240,46.0,-105.64,0.265,0.27,0,0
093190,빅솔론,KOSDAQ,5990,43.6,-22.33,0.345,0.34,0,0
093240,형지엘리트,KOSPI,1698,78.1,40.72,1.364,13.54,-1,0
093320,케이아이엔엑스,KOSDAQ,121100,64.5,-868.09,0.64,0.27,0,0
093370,후성,KOSPI,7530,43.6,-23.38,0.217,0.68,0,0
093380,풍강,KOSDAQ,2715,42.9,-2.96,0.136,1.15,0,0
093520,매커스,KOSDAQ,21950,44.6,89.38,0.348,1.94,0,0
093640,케이알엠,KOSDAQ,3810,50.7,3.39,0.462,0.51,0,0
093920,서원인텍,KOSDAQ,5430,30.9,-24.98,-0.283,1.61,1,0
094170,동운아나텍,KOSDAQ,28700,57.4,-384.37,0.44,0.6,0,0
094280,효성ITX,KOSPI,12800,40.9,-22.35,-0.115,0.78,1,0
094360,칩스앤미디어,KOSDAQ,18050,57.9,-8.35,0.578,0.3,0,0
094480,갤럭시아머니트리,KOSDAQ,9130,45.4,-20.27,0.322,0.84,0,0
094800,맵스리얼티,KOSPI,5090,42.4,-14.45,0.183,0.23,-1,0
094820,일진파워,KOSDAQ,12700,55.7,82.56,0.65,0.48,0,0
094840,슈프리마에이치큐,KOSDAQ,6810,66.2,17.57,0.87,1.03,0,0
094850,참좋은여행,KOSDAQ,5940,44.2,-16.99,0.105,0.68,0,0
094860,네오리진,KOSDAQ,1000,40.2,-8.32,0.173,0.76,0,0
094940,푸른기술,KOSDAQ,8380,55.4,67.76,0.74,1.22,0,0
094970,제이엠티,KOSDAQ,2690,41.0,-12.45,0.102,0.88,0,0
095190,신화프리텍,KOSDAQ,2065,47.7,1.18,0.363,0.67,0,0
095270,웨이브일렉트로,KOSDAQ,4505,45.1,9.63,0.388,0.93,0,0
095340,ISC,KOSDAQ,111100,63.2,-360.69,0.75,1.17,0,0
095500,미래나노텍,KOSDAQ,10130,33.1,-167.87,0.097,0.61,0,0
095570,AJ네트웍스,KOSPI,4660,52.9,-11.58,0.499,0.57,0,0
095610,테스,KOSDAQ,44550,63.1,873.63,0.995,1.05,-1,0
095660,네오위즈,KOSDAQ,24300,42.3,-90.6,0.201,0.57,0,0
095700,제넥신,KOSDAQ,4685,41.2,-20.27,0.182,0.51,0,0
095720,웅진씽크빅,KOSPI,1278,29.4,-1.26,-0.184,0.92,1,0
095910,에스에너지,KOSDAQ,927,26.9,12.69,0.188,0.46,1,0
096240,크레버스,KOSDAQ,12460,34.2,-43.76,-0.162,0.47,1,0
096250,와이즈넛,KOSDAQ,11300,40.7,-68.76,0.223,0.55,0,0
096350,대창솔루션,KOSDAQ,2335,58.1,15.19,0.978,1.81,-1,0
096530,씨젠,KOSDAQ,23800,36.1,-75.99,0.095,0.73,0,0
096610,알에프세미,KOSDAQ,2965,31.8,0.0,,,0,0
096630,에스코넥,KOSDAQ,598,41.7,-0.25,0.082,1.88,0,0
096690,에이루트,KOSDAQ,1930,51.7,-17.42,0.349,0.24,0,0
096760,JW홀딩스,KOSPI,3590,43.3,-32.28,0.034,0.44,1,0
096770,SK이노베이션,KOSPI,101200,30.0,-810.37,0.072,0.92,0,0
096775,SK이노베이션우,KOSPI,70400,31.8,-525.8,-0.027,1.39,1,0
096870,엘디티,KOSDAQ,2545,55.3,19.93,0.967,5.59,-1,0
097230,HJ중공업,KOSPI,21050,43.0,-24.98,0.097,0.52,-1,0
097520,엠씨넥스,KOSPI,28850,56.1,205.31,0.759,1.38,0,0
097780,에코볼트,KOSDAQ,880,34.6,3.09,0.164,0.09,0,0
097800,윈팩,KOSDAQ,516,50.6,2.42,0.629,1.76,0,0
097870,효성오앤비,KOSDAQ,6000,44.5,-13.91,0.253,1.17,0,0
097950,CJ제일제당,KOSPI,208000,37.9,677.5,0.269,0.86,0,0
097955,CJ제일제당 우,KOSPI,138000,48.9,-24.68,0.395,0.79,0,0
098070,한텍,KOSDAQ,30850,36.0,-152.19,0.034,0.92,1,0
098120,마이크로컨텍솔,KOSDAQ,16880,35.0,23.39,0.05,0.84,1,0
098460,고영,KOSDAQ,22900,46.7,-588.84,0.161,0.35,0,0
098660,에스티오,KOSDAQ,1779,40.9,-3.95,0.307,0.14,0,0
099190,아이센스,KOSDAQ,15900,42.7,-24.13,0.297,0.54,0,0
099220,SDN,KOSDAQ,1075,37.1,-3.83,0.087,0.61,0,0
099320,쎄트렉아이,KOSDAQ,68600,68.7,1430.25,0.942,1.17,0,0
099390,브레인즈컴퍼니,KOSDAQ,5350,54.4,4.28,0.625,0.23,1,0
099410,동방선기,KOSDAQ,4510,40.3,-11.85,0.082,0.67,0,0
099430,바이오플러스,KOSDAQ,5030,33.6,-29.96,0.129,0.53,0,0
099440,스맥,KOSDAQ,6790,58.5,-128.81,0.441,0.35,0,0
099520,DGI,KOSDAQ,1284,24.5,0.0,,,1,0
099750,이지케어텍,KOSDAQ,9060,41.2,-263.04,0.205,0.13,0,0
100030,인지소프트,KOSDAQ,19980,47.3,47.98,0.508,1.3,0,0
100090,SK오션플랜트,KOSPI,20250,55.0,161.07,0.75,0.64,0,0
100120,뷰웍스,KOSDAQ,19610,45.1,-85.01,0.043,0.76,1,0
100130,동국S&C,KOSDAQ,2040,46.3,-1.07,0.421,0.43,0,0
100220,비상교육,KOSPI,4895,34.8,10.85,0.287,0.62,0,0
100250,진양홀딩스,KOSPI,3065,38.1,-17.42,0.057,0.87,0,0
100590,머큐리,KOSDAQ,3030,34.1,-11.26,-0.225,2.01,1,0
100660,서암기계공업,KOSDAQ,4490,57.2,-22.28,0.54,0.2,0,0
100700,세운메디칼,KOSDAQ,2435,43.3,-6.44,0.114,0.52,0,0
100790,미래에셋벤처투자,KOSDAQ,12450,51.8,-78.33,0.523,0.4,-1,0
100840,SNT에너지,KOSPI,36600,38.0,-160.81,0.097,0.35,0,0
101000,KS인더스트리,KOSDAQ,662,35.7,-1.34,0.159,0.29,-1,0
101140,인바이오젠,KOSPI,10490,44.4,45.51,0.458,0.85,0,0
101160,월덱스,KOSDAQ,21550,42.9,54.53,0.331,1.66,0,0
101170,우림피티에스,KOSDAQ,17360,82.2,567.42,1.093,1.06,-2,-1
101240,씨큐브,KOSDAQ,4215,44.1,-2.41,0.231,1.27,-1,0
101330,모베이스,KOSDAQ,3215,56.8,4.68,0.801,1.1,0,0
101360,에코앤드림,KOSDAQ,17620,28.5,-264.21,0.078,1.09,1,0
101390,아이엠,KOSDAQ,396,30.6,0.0,,,0,0
101400,엔시트론,KOSDAQ,290,38.7,-1.65,-0.056,1.4,1,0
101490,에스앤에스텍,KOSDAQ,48300,48.9,390.8,0.522,0.69,0,0
101530,해태제과식품,KOSPI,6700,44.8,-30.93,0.142,0.51,0,0
101670,하이드로리튬,KOSDAQ,1909,37.2,-21.16,0.23,0.36,0,0
101680,한국정밀기계,KOSDAQ,2275,53.2,19.54,0.67,1.11,0,0
101730,위메이드맥스,KOSDAQ,6160,38.9,-26.04,0.15,0.74,0,0
101930,인화정공,KOSDAQ,46200,40.9,163.8,0.219,1.1,0,0
101970,우양에이치씨,KOSDAQ,11570,43.9,20.0,0.27,0.45,0,0
102120,어보브반도체,KOSDAQ,12090,64.3,155.21,1.178,11.33,-1,0
102260,동성케미컬,KOSPI,4250,36.8,-44.83,-0.128,1.05,1,0
102370,케이옥션,KOSDAQ,3540,40.5,2.67,0.185,0.3,0,0
102460,이연제약,KOSPI,10780,38.5,-111.39,0.124,0.24,0,0
102710,이엔에프테크놀로지,KOSDAQ,47000,54.5,373.59,0.735,0.89,0,0
102940,코오롱생명과학,KOSDAQ,51700,53.9,-921.89,0.358,0.87,0,0
103140,풍산,KOSPI,106500,53.9,1056.14,0.771,1.93,0,0
103230,에스앤더블류,KOSDAQ,4160,41.7,5.18,0.204,0.92,0,0
103590,일진전기,KOSPI,54400,49.1,-242.41,0.416,0.44,0,0
103840,우양,KOSDAQ,3240,38.2,7.71,0.219,0.64,0,0
104040,디에스엠,KOSDAQ,718,48.2,1.99,0.432,0.41,0,0
104200,NHN벅스,KOSDAQ,3000,55.8,10.74,0.636,0.08,1,0
104460,디와이피엔에프,KOSDAQ,13940,48.1,-5.87,0.381,0.41,0,0
104480,티케이케미칼,KOSDAQ,1570,36.4,-7.98,0.067,0.65,-1,0
104540,코렌텍,KOSDAQ,6700,62.9,8.13,0.748,0.71,0,0
104620,노랑풍선,KOSDAQ,5200,46.2,3.63,0.416,0.89,1,0
104700,한국철강,KOSPI,9930,45.1,4.03,0.231,2.64,0,0
104830,원익머트리얼즈,KOSDAQ,30900,50.0,130.09,0.582,1.45,0,0
105330,케이엔더블유,KOSDAQ,5830,58.1,10.53,0.769,2.27,1,0
105550,엣지파운드리,KOSDAQ,1560,44.2,-5.39,0.269,0.29,0,0
105560,KB금융,KOSPI,124700,48.9,-266.7,0.331,0.52,0,0
105630,한세실업,KOSPI,13300,47.6,-153.9,0.35,0.71,0,0
105740,디케이락,KOSDAQ,9700,46.8,-1.03,0.228,0.91,-1,0
105760,포스뱅크,KOSDAQ,5310,47.9,19.87,0.505,0.52,0,0
105840,우진,KOSPI,17070,48.0,-307.31,0.308,0.25,0,0
106080,케이이엠텍,KOSDAQ,4445,34.5,38.47,0.183,0.42,0,0
106190,하이텍팜,KOSDAQ,12020,48.0,13.95,0.426,1.4,0,0
106240,파인테크닉스,KOSDAQ,1388,55.0,9.66,0.729,1.41,0,0
106520,노블엠앤비,KOSDAQ,411,28.7,0.0,,,1,0
107590,미원홀딩스,KOSPI,67500,45.1,44.16,0.36,1.24,0,0
107600,새빗켐,KOSDAQ,28950,36.3,-504.74,0.089,0.86,0,0
107640,한중엔시에스,KOSDAQ,46950,45.6,-351.52,0.1,0.68,0,0
108230,톱텍,KOSDAQ,4570,42.1,-45.33,-0.03,0.43,1,0
108320,LX세미콘,KOSPI,49150,34.0,-169.41,0.062,0.73,0,0
108380,대양전기공업,KOSDAQ,27700,44.7,-33.03,0.219,1.0,0,0
108490,로보티즈,KOSDAQ,261000,49.6,-5483.98,0.211,0.38,0,0
108670,LX하우시스,KOSPI,28800,40.1,-174.92,0.116,0.99,0,0
108675,LX하우시스우,KOSPI,16980,40.0,-26.31,-0.175,3.76,1,0
108860,셀바스AI,KOSDAQ,12200,46.0,-30.61,0.343,0.2,0,0
109070,주성코퍼레이션,KOSPI,792,31.9,-0.33,0.126,1.21,-1,0
109080,옵티시스,KOSDAQ,8090,43.0,8.78,0.326,0.74,0,0
109610,에스와이,KOSDAQ,3050,51.1,1.45,0.546,0.82,0,0
109670,씨싸이트,KOSDAQ,5750,38.4,-20.01,0.046,1.37,1,0
109740,디에스케이,KOSDAQ,7120,46.3,42.44,0.46,0.7,0,0
109820,진매트릭스,KOSDAQ,2455,46.2,-1.28,0.384,0.51,0,0
109860,동일금속,KOSDAQ,7930,53.7,-0.83,0.593,6.75,-1,0
109960,앱토크롬,KOSDAQ,250,31.0,-2.22,0.035,1.04,1,0
110020,전진바이오팜,KOSDAQ,2520,31.5,-15.16,-0.004,0.78,1,0
110790,크리스에프앤씨,KOSDAQ,4050,40.4,-9.77,-0.078,1.09,1,0
110990,디아이티,KOSDAQ,14570,51.1,91.62,0.604,0.78,0,0
111110,호전실업,KOSPI,7720,37.9,-93.32,0.033,0.54,1,0
111380,동인기연,KOSPI,13730,45.3,-36.0,-0.075,0.17,1,0
111710,남화산업,KOSDAQ,4430,48.3,-1.24,0.319,0.84,0,0
111770,영원무역,KOSPI,81800,43.5,-1791.86,-0.018,0.45,1,0
112040,위메이드,KOSDAQ,24950,36.3,-200.41,0.143,0.75,-1,0
112290,와이씨켐,KOSDAQ,20200,45.6,14.55,0.306,0.53,0,0
112610,씨에스윈드,KOSPI,41600,41.6,-367.9,0.078,0.51,0,0
113810,디젠스,KOSDAQ,787,35.4,-3.85,0.153,0.65,0,0
114090,GKL,KOSPI,14970,53.7,51.66,0.719,0.38,0,0
114190,강원에너지,KOSDAQ,12550,32.7,-317.96,0.045,0.35,1,0
114450,그린생명과학,KOSDAQ,2900,36.2,-47.31,0.112,0.52,0,0
114630,폴라리스우노,KOSDAQ,501,50.0,-0.81,0.341,2.91,0,0
114810,한솔아이원스,KOSDAQ,11970,43.3,3.16,0.194,1.55,0,0
114840,아이패밀리에스씨,KOSDAQ,13650,36.6,-18.15,0.189,1.01,0,0
115160,휴맥스,KOSDAQ,791,14.2,-5.61,0.015,5.47,2,1
115180,큐리언트,KOSDAQ,30250,58.5,-184.67,0.637,0.87,0,0
115310,인포바인,KOSDAQ,62400,36.5,-713.68,0.065,0.39,-1,0
115440,우리넷,KOSDAQ,7250,49.2,-18.28,0.38,0.49,0,0
115450,HLB테라퓨틱스,KOSDAQ,2858,48.2,1.1,0.454,1.15,1,0
115480,씨유메디칼,KOSDAQ,550,35.3,-1.19,0.269,0.47,0,0
115500,케이씨에스,KOSDAQ,9770,43.5,7.23,0.265,0.55,0,0
115530,씨엔플러스,KOSDAQ,337,43.0,0.18,0.248,0.55,0,0
115570,스타플렉스,KOSDAQ,3280,58.1,-0.22,0.73,0.86,0,0
115610,이미지스,KOSDAQ,1156,48.8,0.49,0.464,0.87,1,0
117580,대성에너지,KOSPI,8040,41.5,-7.12,0.023,0.64,1,0
117670,알파칩스,KOSDAQ,8600,51.8,-46.36,0.503,1.99,0,0
117730,티로보틱스,KOSDAQ,20250,59.5,130.46,0.811,0.74,0,0
118000,메타케어,KOSPI,305,46.9,0.1,0.448,0.37,0,0
118990,모트렉스,KOSDAQ,9510,60.7,121.16,0.838,2.14,0,0
119500,포메탈,KOSDAQ,3460,60.8,14.6,0.736,1.14,0,0
119610,인터로조,KOSDAQ,16010,40.0,-140.78,0.049,1.43,0,0
119650,KC코트렐,KOSPI,918,35.4,0.0,,,0,0
119830,아이텍,KOSDAQ,5570,61.9,41.52,1.294,3.85,-1,0
119850,지엔씨에너지,KOSDAQ,30900,43.1,-99.01,0.223,0.27,0,0
120030,조선선재,KOSPI,96100,36.6,-309.92,-0.041,0.45,1,0
120110,코오롱인더,KOSPI,44850,52.6,-338.56,0.359,0.51,0,0
120115,코오롱인더우,KOSPI,25400,54.9,-38.84,0.543,0.43,0,0
120240,대정화금,KOSDAQ,13280,55.5,-26.91,0.606,1.56,0,0
121440,골프존홀딩스,KOSDAQ,4985,33.1,-43.26,-0.168,0.63,1,0
121600,나노신소재,KOSDAQ,49950,31.7,-635.08,0.066,1.16,0,0
121800,비덴트,KOSDAQ,3320,41.3,0.0,,,0,0
121850,코이즈,KOSDAQ,4250,27.3,11.67,0.24,0.84,1,0
121890,에스디시스템,KOSDAQ,1740,52.4,-3.51,0.526,0.94,0,0
122310,제노레이,KOSDAQ,4160,35.0,-11.89,0.104,0.78,0,0
122350,삼기,KOSDAQ,1263,50.0,-2.09,0.421,0.88,0,0
122450,KX,KOSDAQ,3730,40.7,-6.12,0.048,0.75,1,0
122640,예스티,KOSDAQ,17800,51.9,-12.92,0.542,0.49,0,0
122690,서진오토모티브,KOSDAQ,3580,74.0,149.28,0.897,0.48,-1,0
122870,와이지엔터테인먼트,KOSDAQ,69400,60.4,1165.37,1.251,3.11,-1,0
122900,아이마켓코리아,KOSPI,7880,44.7,-4.53,0.223,0.67,-1,0
122990,와이솔,KOSDAQ,5740,44.4,-22.4,0.095,0.56,0,0
123010,알엔티엑스,KOSDAQ,1097,44.3,-19.99,0.283,0.32,0,0
123040,엠에스오토텍,KOSDAQ,2105,39.4,-5.71,0.047,0.48,1,0
123330,제닉,KOSDAQ,16520,35.9,-84.2,0.117,0.96,0,0
123410,코리아에프티,KOSDAQ,8230,58.3,-101.4,0.305,0.29,0,0
123420,위메이드플레이,KOSDAQ,7580,34.7,-23.39,0.21,0.68,0,0
123570,이엠넷,KOSDAQ,1942,36.7,-1.28,0.146,0.84,-1,0
123690,한국화장품,KOSPI,10040,53.7,47.24,0.761,2.57,0,0
123700,SJM,KOSPI,3755,47.7,-5.56,0.349,0.72,-1,0
123750,알톤,KOSDAQ,1299,35.7,4.92,0.32,0.36,0,0
123840,뉴온,KOSDAQ,969,46.9,-0.62,0.421,0.09,-1,0
123860,아나패스,KOSDAQ,17350,47.4,8.83,0.368,0.65,0,0
123890,한국자산신탁,KOSPI,2430,40.6,-18.06,-0.147,0.46,1,0
124500,아이티센글로벌,KOSDAQ,30300,62.8,762.78,0.763,0.87,0,0
124560,태웅로직스,KOSDAQ,2660,40.2,-8.18,0.242,1.08,0,0
125020,티씨머티리얼즈,KOSDAQ,4060,52.8,63.62,0.601,0.68,0,0
125210,아모그린텍,KOSDAQ,6070,41.3,-6.03,0.079,1.24,0,0
126340,비나텍,KOSDAQ,71900,57.3,-971.36,0.551,0.8,0,0
126560,현대퓨처넷,KOSPI,3070,31.0,-13.52,-0.153,2.04,1,0
126600,BGF에코머티리얼즈,KOSDAQ,3660,57.7,-26.45,0.534,0.39,0,0
126640,화신정공,KOSDAQ,1288,40.5,-3.01,-0.007,0.89,1,0
126700,하이비젼시스템,KOSDAQ,15930,53.9,14.75,0.589,1.02,0,0
126720,수산인더스트리,KOSPI,21150,46.1,-116.18,0.19,0.46,0,0
126730,코칩,KOSDAQ,14630,52.1,-103.6,0.378,0.06,0,0
126880,제이엔케이글로벌,KOSDAQ,3830,40.3,6.65,0.175,0.66,0,0
127120,제이에스링크,KOSDAQ,17850,47.0,164.64,0.444,5.73,0,0
127710,아시아경제,KOSDAQ,1060,66.8,13.49,0.951,1.31,-1,0
127980,화인써키트,KOSDAQ,6000,44.1,2.4,0.254,0.57,0,0
128540,에코캡,KOSDAQ,1770,55.6,-1.95,0.614,0.54,0,0
128660,피제이메탈,KOSDAQ,2790,47.3,-3.76,0.204,1.45,-1,0
128820,대성산업,KOSPI,7180,49.2,-241.64,0.436,0.18,0,0
128940,한미약품,KOSPI,452000,58.5,630.39,0.881,0.56,0,0
129260,인터지스,KOSPI,2400,26.6,-15.45,-0.274,1.28,2,1
129890,앱코,KOSDAQ,1070,33.6,-33.76,-0.239,0.43,1,0
129920,대성하이텍,KOSDAQ,3975,53.5,-7.21,0.508,0.15,0,0
130500,GH신소재,KOSDAQ,2430,43.5,-6.79,0.304,0.54,0,0
130580,나이스디앤비,KOSDAQ,6410,63.5,36.72,0.82,1.32,0,0
130660,한전산업,KOSPI,10420,31.0,-35.39,0.052,0.62,0,0
130740,티피씨글로벌,KOSDAQ,1829,51.2,4.54,0.532,2.35,0,0
131030,옵투스제약,KOSDAQ,6880,46.5,-11.6,0.308,0.34,0,0
131090,시큐브,KOSDAQ,3875,45.0,-6.66,0.264,0.88,0,0
131100,티엔엔터테인먼트,KOSDAQ,1299,41.8,3.53,0.429,0.33,0,0
131180,딜리,KOSDAQ,1007,82.3,5.33,0.863,0.71,-1,0
131220,대한과학,KOSDAQ,4810,46.5,-20.27,0.248,0.66,0,0
131290,티에스이,KOSDAQ,57600,53.1,45.56,0.493,0.71,0,0
131370,알서포트,KOSDAQ,2430,31.8,-11.29,0.001,0.96,1,0
131400,이브이첨단소재,KOSDAQ,1391,35.5,2.22,0.178,0.41,0,0
131760,파인텍,KOSDAQ,766,28.5,-3.57,0.087,0.71,1,0
131970,두산테스나,KOSDAQ,53200,69.8,1067.2,1.217,4.04,-1,0
133750,메가엠디,KOSDAQ,1815,43.7,1.44,0.254,0.86,0,0
133820,화인베스틸,KOSPI,1643,36.1,0.61,0.081,0.82,0,0
134060,이퓨쳐,KOSDAQ,4070,39.5,0.28,-0.18,0.6,1,0
134380,미원화학,KOSPI,9270,52.7,-43.23,0.358,0.36,0,0
134580,탑코미디어,KOSDAQ,1946,38.2,-10.55,0.151,0.28,0,0
134790,시디즈,KOSPI,21400,31.1,-19.05,-0.036,0.46,1,0
136150,원일티엔아이,KOSDAQ,18390,37.7,-61.3,-0.008,0.41,1,0
136410,아셈스,KOSDAQ,9990,37.5,-69.19,0.137,0.93,0,0
136480,하림,KOSDAQ,3015,52.5,-4.97,0.43,0.26,0,0
136490,선진,KOSPI,9700,48.5,15.08,0.531,0.84,0,0
136540,윈스테크넷,KOSDAQ,11350,30.8,-50.28,-0.4,1.05,1,0
137080,나래나노텍,KOSDAQ,3940,62.8,61.08,0.794,0.69,0,0
137310,에스디바이오센서,KOSPI,8900,39.5,-7.42,0.099,0.77,0,0
137400,피엔티,KOSDAQ,37600,36.9,-297.32,0.068,1.08,-1,0
137940,넥스트아이,KOSDAQ,311,43.5,0.07,0.306,0.9,0,0
137950,제이씨케미칼,KOSDAQ,3200,35.7,-13.59,-0.234,1.4,1,0
138040,메리츠금융지주,KOSPI,113100,57.8,472.1,1.137,1.42,-1,0
138070,신진에스엠,KOSDAQ,2100,51.2,6.23,0.618,0.53,0,0
138080,오이솔루션,KOSDAQ,13090,48.6,-83.92,0.381,0.44,0,0
138360,앤로보틱스,KOSDAQ,1005,48.4,-10.37,0.348,0.21,0,0
138610,나이벡,KOSDAQ,37550,42.3,-1106.39,0.227,0.24,0,0
138930,BNK금융지주,KOSPI,15870,56.8,8.61,0.623,0.36,0,0
139050,BF랩스,KOSDAQ,2805,16.3,0.0,,,1,0
139130,iM금융지주,KOSPI,15550,65.3,98.43,0.867,0.25,0,0
139480,이마트,KOSPI,81300,45.8,-750.52,0.276,1.01,0,0
139670,키네마스터,KOSDAQ,2600,75.9,34.72,1.502,12.56,-1,0
139990,아주스틸,KOSPI,3335,45.1,-22.78,0.183,0.3,0,0
140070,서플러스글로벌,KOSDAQ,2160,51.9,5.3,0.627,4.27,1,0
140410,메지온,KOSDAQ,90100,59.7,169.97,0.777,0.42,1,0
140430,카티스,KOSDAQ,861,31.2,-68.25,0.194,1.48,0,0
140520,대창스틸,KOSDAQ,2155,42.2,-6.98,0.146,0.4,0,0
140670,알에스오토메이션,KOSDAQ,16350,57.1,231.43,0.693,0.83,0,0
140860,파크시스템스,KOSDAQ,209000,36.9,186.12,0.211,0.7,0,0
140910,에이리츠,KOSPI,3130,34.0,0.0,,,0,0
141000,비아트론,KOSDAQ,7300,39.4,-26.76,0.185,0.41,0,0
141080,리가켐바이오,KOSDAQ,173700,49.0,-1236.05,0.342,0.66,0,0
142210,유니트론텍,KOSDAQ,6110,52.0,-18.72,0.453,0.63,0,0
142280,녹십자엠에스,KOSDAQ,4005,41.7,-16.05,0.134,0.32,0,0
142760,모아라이프플러스,KOSDAQ,1775,55.2,-1.97,0.603,1.73,0,0
143160,아이디스,KOSDAQ,18080,56.0,17.1,0.907,1.65,0,0
143210,핸즈코퍼레이션,KOSPI,1344,32.5,-0.55,0.128,0.46,0,0
143240,사람인,KOSDAQ,13500,49.4,17.12,0.432,1.33,1,0
143540,영우디에스피,KOSDAQ,949,82.9,19.86,1.041,1.95,-2,-1
144510,지씨셀,KOSDAQ,24850,46.5,-271.18,0.082,0.36,0,0
144960,뉴파워프라즈마,KOSDAQ,5170,51.1,61.06,0.74,0.54,0,0
145020,휴젤,KOSDAQ,230500,49.2,718.66,0.572,0.49,0,0
145170,노브랜드,KOSDAQ,3980,34.8,-18.42,0.018,0.55,1,0
145210,다이나믹디자인,KOSPI,712,30.1,-19.73,0.057,1.33,0,0
145270,케이탑리츠,KOSPI,928,29.7,-3.6,-0.267,1.85,2,1
145720,덴티움,KOSPI,46200,40.8,-74.83,0.343,1.6,0,0
145990,삼양사,KOSPI,47400,29.2,-338.43,-0.21,1.36,2,1
145995,삼양사우,KOSPI,36800,35.6,-215.35,-0.234,0.51,1,0
146060,율촌,KOSDAQ,1575,89.2,28.23,1.525,18.06,-2,-1
146320,비씨엔씨,KOSDAQ,13570,56.0,51.36,0.784,0.64,0,0
147760,피엠티,KOSDAQ,2800,51.7,32.6,0.73,0.25,0,0
147830,제룡산업,KOSDAQ,6160,47.7,-0.1,0.415,0.91,-1,0
148150,세경하이테크,KOSDAQ,5140,47.8,8.67,0.457,0.6,0,0
148250,알엔투테크놀로지,KOSDAQ,3170,17.8,-141.7,0.098,0.43,1,0
148780,비큐AI,KOSDAQ,1357,44.2,6.05,0.366,0.46,0,0
148930,에이치와이티씨,KOSDAQ,3100,38.2,1.68,0.269,0.58,1,0
149950,아바텍,KOSDAQ,10010,51.0,-65.01,0.316,0.25,0,0
149980,하이로닉,KOSDAQ,5090,35.1,0.0,,,0,0
150900,파수,KOSDAQ,4415,42.9,3.78,0.266,1.06,0,0
151860,KG에코솔루션,KOSDAQ,5600,38.8,-49.62,-0.162,1.1,1,0
152550,한국ANKOR유전,KOSPI,208,31.4,-0.6,0.087,0.55,0,0
153460,네이블,KOSDAQ,7140,53.0,51.89,0.846,0.59,0,0
153490,우리이앤엘하루틴,KOSDAQ,685,45.0,-1.21,-0.075,1.41,1,0
153710,옵티팜,KOSDAQ,5100,46.2,-19.78,0.018,0.48,1,0
154030,아시아종묘,KOSDAQ,1991,42.4,-5.81,0.044,0.61,1,0
154040,다산솔루에타,KOSDAQ,1170,60.2,-1.56,0.753,0.61,0,0
155650,와이엠씨,KOSDAQ,3820,66.0,13.42,0.931,0.81,0,0
